,text,category,polarity
1654,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",food,positive
3763,"Bravo, Blue Hill!",anecdotes,positive
3462,Right off the major deegan you get ladies from all over the city.,ambience,positive
745,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,food,conflict
1085,I got enough reasons to keep coming back!!!,anecdotes,positive
3951,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",price,positive
4648,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",price,positive
945,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",food,positive
3532,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",price,neutral
1330,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",anecdotes,conflict
3325,The pizza was really good.,food,positive
3931,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",miscellaneous,neutral
3949,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",anecdotes,positive
1081,We were not dissappointed in the least bit by this little gem.,miscellaneous,positive
1737,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",food,positive
566,I recommend getting a reservation even though we saw people seated without one.,anecdotes,neutral
3574,"I would recommend Roxy's for that, but not for their food.",miscellaneous,positive
4121,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",food,negative
1389,I've been many time and have never been disappointed.,anecdotes,positive
4629,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",price,positive
1268,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,service,negative
1778,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",food,positive
4105,The service is fantastic.,service,positive
1973,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",ambience,positive
690,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",food,positive
4476,Another plus is most of the entrees are approx.,anecdotes,positive
1438,Took my sister here before attending a show one evening.,anecdotes,neutral
1936,"NO more reservations, expensive tips and annoying stuff.",service,positive
1673,"For the price, you cannot eat this well in Manhattan.",food,positive
3963,This is also where I was from.,miscellaneous,neutral
1558,Have frequented 'ino for several years and the food remains excellent.,food,positive
708,Surprisingly nothing could be further from the truth.,miscellaneous,positive
4258,The fried dumplings are GREAT!,food,positive
2245,"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",anecdotes,neutral
3690,Service was very friendly.,service,positive
754,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",food,negative
3413,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,miscellaneous,positive
4006,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,price,positive
193,The strong scents coming from the left and right of me negatively affected my taste buds.,anecdotes,negative
45,Will not be back.,anecdotes,negative
1442,Really.,anecdotes,neutral
4421,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative
478,"With so many poor experiences to be had in the theater district, is truly an excellent find!",miscellaneous,positive
2231,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",food,conflict
3332,A little crowded but they move that line really fast!,service,positive
111,Try the lasagnette appetizer.,food,positive
1809,"Great food, great prices, great service.",price,positive
1062,It seems like this is a place the locals like and the people working here liked it too.,anecdotes,positive
4199,Turned out there was full service upstairs and sat down.,miscellaneous,neutral
589,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,anecdotes,neutral
3047,Prices too high for this cramped and unappealing resturant.,price,negative
3210,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,positive
1539,The two star chefs left quite some time ago to open their own place.,anecdotes,neutral
893,Have been several times and it never dissapoints.,anecdotes,positive
3236,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,miscellaneous,negative
4020,"The waiters are sweet, the food is tasty and the bill is never too large.",service,positive
4736,"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",food,neutral
2341,Definitely worth the trip to Battery Park City!,anecdotes,positive
3245,Just bring someone who speaks Cantonese because waiter may not understand you.,service,negative
3078,"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.",anecdotes,positive
4641,I've had to wait only a few times during lunch but this place is definitely worth the wait.,miscellaneous,conflict
1153,Get there before 7pm.,miscellaneous,neutral
336,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",ambience,positive
3614,The wine the service was very good too.,service,positive
2016,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",service,positive
4118,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,service,negative
3567,"To speak of the Park Side, words can not describe.",miscellaneous,neutral
