,text,term,start,end,polarity
2088,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",sushi,106,111,positive
2257,"Cute place, nice wait staff but would never go there again.",place,5,10,positive
1902,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,91,98,positive
1241,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",Thai cuisine,90,102,positive
2457,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,4,9,negative
429,Personal pans are the perfect size for those hungry nights.,Personal pans,0,13,positive
1754,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,38,42,positive
1155,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,58,67,positive
2528,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",Service,0,7,positive
2392,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",dessert,27,34,neutral
3336,The service was excellent and the food was delicious.,service,4,11,positive
1079,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,25,35,positive
2823,Great value for the quality ingredients.,ingredients,28,39,positive
691,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,63,67,positive
2186,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,4,8,neutral
510,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",staples,14,21,positive
879,The food is reliable and the price is moderate.,food,4,8,positive
1066,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",beef carpaachio,32,47,positive
2891,It's all about the food !!,food,19,23,positive
2829,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,156,163,neutral
2063,I particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna,26,40,positive
698,"In fact, two people could really share one plate.",plate,43,48,positive
2029,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,4,11,negative
488,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,menu selections,81,96,positive
1543,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",drinks,37,43,positive
2054,The bar is very well stocked with interesting beers and well priced wines.,priced,61,67,positive
495,The dim sum however was very good.,dim sum,4,11,positive
1991,"The decor is really blah, and not at all hip or happening.",decor,4,9,negative
1075,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",room,24,28,neutral
669,Why make a reservation if you aren't going to keep it?,reservation,11,22,negative
1098,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",sake,28,32,positive
327,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",dish,140,144,positive
3463,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,4,12,positive
1210,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place,37,42,positive
1551,"Only wine and beer are served, but the house varities are actually quite good.",beer,14,18,neutral
1134,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservation,134,145,neutral
150,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,21,27,positive
1921,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,20,24,negative
2031,We could only get through an appetizer and cheese fondue.,appetizer,29,38,neutral
1680,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,71,79,negative
822,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,4,13,positive
694,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",menu,4,8,positive
3125,I care more about the food and ambience.,ambience,31,39,neutral
2228,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",atmosphere,60,70,positive
3375,Spreads and toppings are great - though a bit pricey.,toppings,12,20,positive
988,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,95,106,positive
3384,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,129,136,negative
3692,"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",glass noodles,139,152,neutral
2290,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",indian food,120,131,neutral
805,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,141,146,positive
2354,I loved everythig about it-especially the shows and actors.,actors,52,58,positive
1743,Not worth the prices.,prices,14,20,negative
3039,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",appitizers,34,44,positive
133,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",Spider Roll,11,22,conflict
2731,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,53,60,neutral
1420,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,tables,101,107,negative
2216,"However, service was as plain as sesame crusted Salmon I had.",service,9,16,neutral
